Artist,Song,Lyrics
Kanye West,Flashing Lights,"Flashing lights (lights, lights)
Flashing lights (lights, lights)
Flashing lights (lights, lights)
Flashing lights (lights, lights)

She don't believe in shootin' stars
But she believe in shoes and cars
Wood floors in the new apartment
Couture from the store's departments
You more like ""love to start shit""
I'm more of the trips to Florida
Ordered the hors d'oeuvres, views of the water
Straight from a page of your favorite author
And the weather so breezy
Man, why can't life always be this easy?
She in the mirror dancin' so sleazy
I get a call like, ""Where are you, Yeezy?""
And try to hit you with the ol-wu-wopte
'Til I got flashed by the paparazzi
Damn, these niggas got me
I hate these niggas more than the Nazis

As I recall, I know you love to show off
But I never thought that you would take it this far
What do I know?
Flashing lights (lights, lights)
What do I know? Know
Flashing lights (lights, lights)

I know it's been a while, sweetheart
We hardly talk, I was doin' my thang
I know it was foul, baby
Aye, babe, lately, you've been all on my brain
And if somebody woulda told me a month ago
Frontin', though, yo, I wouldn't wanna know
If somebody woulda told me a year ago
It'll go get this difficult
Feelin' like Katrina with no FEMA
Like Martin with no Gina
Like a flight with no Visa
First class with the seat back, I still see ya
In my past, you on the other side of the glass
Of my memory's museum
I'm just sayin', hey, Mona Lisa
Come home, you know you can't roam without Caesar

As I recall, I know you love to show off
But I never thought that you would take it this far
What do I know?
Flashing lights (lights, lights)
What do I know? Know
Flashing lights (lights, lights)

As you recall, you know I love to show off
But you never thought that I would take it this far
What do you know?
Flashing lights, lights, lights
What do you know? Know
Flashing lights (lights, lights)
Flashing lights (lights, lights, lights, lights…)"
Kanye West,Heartless,"In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

How could you be so
Cold as the winter wind when it breeze, yo?
Just remember that you talkin' to me though
You need to watch the way you talkin' to me, yo
I mean, after all the things that we been through
I mean, after all the things we got into
Ayo, I know of some things that you ain't told me
Ayo, I did some things but that's the old me
And now you wanna get me back and you gon' show me
So you walk around like you don't know me
You got a new friend – well, I got homies
But in the end, it's still so lonely

In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

How could you be so Dr. Evil?
You're bringin' out a side of me that I don't know
I decided we wasn't gon' speak so
Why we up 3 a.m. on the phone?
Why do she be so mad at me fo'?
Homie, I don't know, she's hot and cold
I won't stop, won't mess my groove up
‘Cause I already know how this thing go
You run and tell your friends that you're leavin' me
They say that they don't see what you see in me
You wait a couple of months, then you gon' see
You'll never find nobody better than me

In the night, I hear 'em talk (Me)
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless?
Oh, how could you be so heartless?

Talk and talk and talk and talk
Baby, let's just knock it off
They don't know what we been through
They don't know 'bout me and you
So I got somethin' new to see
And you just gon' keep hatin' me
And we just gon' be enemies
I know you can't believe
I could just leave it wrong
And you can't make it right
I'm gon' take off tonight into the night

In the night, I hear 'em talk
The coldest story ever told
Somewhere far along this road
He lost his soul to a woman so heartless
How could you be so heartless? (How, how?)
Oh, how could you be so heartless?

On and on and on and on
And on and... and on and on and on"
Kanye West,On Sight,"Yeezy season approachin'
Fuck whatever y'all been hearin'
Fuck what, fuck whatever y'all been wearin'
A monster about to come alive again
Soon as I pull up and park the Benz
We get this bitch shaking like Parkinsons
Take my number and lock it in
Indian hair, no moccasins
It's too many hoes in this house of sin
Real nigga back in the house again
Black Timbs all on your couch again
Black dick all in your spouse again
And I know she like chocolate men
She got more niggas off than Cochran, hah!

On sight, on sight

How much do I not give a fuck?
Let me show you right now 'fore you give it up
How much do I not give a fuck?
Let me show you right now 'fore you give it up

Oh, he'll give us what we need
It may not be what we want

Baby girl tryna get a nut
And her girl tryna give it up
Chopped 'em both down
Don't judge 'em, Joe Brown
One last announcement
No sports bra, let's keep it bouncin'
Everybody wanna live at the top of the mountain
Took her to the 'Bleau, she tried to sip the fountain
That when David Grutman kicked her out
But I got her back in and put my dick in her mouth

On sight, on sight

Uh-huh
Uh-huh
Uh-huh
Uh-huh

Right now
I need right now
Right now
I need, I need right now
Right now
I need, I need right now"
Kanye West,Last Call,"Yo fuck you, Kanye, first and foremost
For making me do this shit. Muh'fucker
Had to throw everybody out the motherfucking room
Cause they don't fucking

I'd like to propose a toast
I said toast motherfucker!

And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall

The all around the world Digital Underground Pac
The Rudolph the red-nosed reindeer of the Roc
I take my chain, my 15 seconds of fame
And come back next year with the whole fucking game
Ain't nobody expect Kanye to end up on top
They expected that College Dropout to drop and then flop
Then maybe he stop savin' all the good beats for himself
Roc-A-Fella's only niggas that helped
My money was thinner than Sean Paul's goatee hair
Now Jean Paul Gaultier cologne fill the air, here
They say he bougie, he big-headed
Would you please stop talking about how my dick head is
Flow infectious, give me 10 seconds
I'll have a buzz bigger than insects in Texas
It's funny how wasn't nobody interested
'Til the night I almost killed myself in Lexus

Now I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall

Now was Kanye the most overlooked? Yes sir
Now is Kanye the most overbooked? Yes sir
Though the fans want the feeling of A Tribe Called Quest
But all they got left is this guy called West
That'll take Freeway, throw him on tracks with Mos Def
Call him Kwa-li or Kwe-li, I put him on songs with JAY-Z
I'm the Gap like Banana Republic and Old Navy, and oooh
It come out sweeter than old Sadie
Nice as Bun-B when I met him at the Source awards
Girl he had with him - ass coulda won the horse awards
And I was almost famous, now everybody love Kanye
I'm almost Raymond
Some say he arrogant, can y'all blame him?
It was straight embarrassing how y'all played him
Last year shoppin' my demo, I was tryin' to shine
Every motherfucker told me that I couldn't rhyme
Now I could let these dream killers kill my self-esteem
Or use my arrogance as the steam to power my dreams
I use it as my gas, so they say that I'm gassed
But without it I'd be last, so I ought to laugh
So I don't listen to the suits behind the desk no more
You niggas wear suits cause you can't dress no more
You can't say shit to Kanye West no more
I rocked 20,000 people, I was just on tour, nigga
I'm Kon, the Louis Vuitton Don
Bought my mom a purse, now she Louis Vuitton Mom
I ain't play the hand I was dealt, I changed my cards
I prayed to the skies and I changed my stars
I went to the malls and I balled too hard
""Oh my god, is that a black card?""
I turned around and replied, ""Why yes
But I prefer the term African American Express""
Brains, power, and muscle, like Dame, Puffy, and Russell
Your boy back on his hustle, you know what I've been up to
Killin y'all niggas on that lyrical shit
Mayonnaise-colored Benz, I push Miracle Whips

And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall
""... last call for alcohol, for my niggas""

So this A&R over at Roc-A-Fella, named Hip Hop Picked the ""Truth"" beat for Beanie. And I was in the session with him. I had my demo with me. You know, like I always do. I play the songs, he's like ""Who that spittin'?"" I'm like ""It's me."" He's like ""Oh, well okay.""
Uhh, he started talkin' to me on the phone, going back and forth
Just askin' me to send him beats, and I'm thinking he's trying to get into managing producers, cause he had this other kid named Just Blaze he was messin' with
So won't you raise your glass won't you
So won't you raise your glass won't you
So won't you raise your glass won't you
So won't you raise your glass won't you
And um, he was friends with my mentor, No ID. And No ID told him, ""Look, man, you wanna mess with Kanye you need to tell him that you like the way he rap""
No ID: ""Yo, you wanna sign him, tell him you like how he rap""

I was all, I dunno if he was gassin' me or not but he's like he wanna manage me as a rapper AND a producer

I'm like oh shit. I was messin' with, uh, D-Dot also. People were like this, started talking about the ghost production but that's how I got in the game. If it wasn't for that, I wouldn't be here. So you know, after they picked that ""Truth"" beat I was figuring I was gonna do some more work but shit just wasn't poppin' off like that. I was stayin' in Chicago, I had my own apartment, I be doin' like, just beats for local acts just to try to keep the lights on, and then to go out and buy, get a Pelle Pelle off lay-away, get some Jordans or something or get a TechnoMarine, that's what we wore back then
I made this one beat where I sped up this Harold Melvin sample I played it for Hip over the phone, he's like, ""Oh, yo that shit is crazy Jay might want it for this compilation album he doin', called The Dynasty. And at that time, like the drums really weren't soundin' right to me So I went and um, I was listening to Dre Chronic 2001 at that time. And really I just, like bit the drums off ""Xxplosive"" and put it like with a sped-up sample, and now it's kind of like my whole style, when it started, when he rapped on ""This Can't be Life.""
And that was like, really the first beat of that kind that was on The Dynasty album. I could say that was the the resurgence of the soul sound You know, I got to come in and track the beat and at the time I was still with my other management. I really wanted to roll with Hip Hop cause I, I just needed some fresh air, you know what I'm sayin' cause I been there for a while. I appreciated what they did for me but, you know there's a time in every man's life where he gotta make a change. Try to move up to the next level. And that day I came and I tracked the beat and I got to meet JAY-Z and he said, ""Oh you a real soulful dude.""

And he, uh, played the song cause he already spit his verse by the time I got to the studio. You know how he do it, one take. And he said

""Tell me what you think of this."" And I heard it, and I was thinking like, man, I really wanted more like of the simple type JAY-Z. I ain't want like the, the more introspective, complicated rhy- or the... in my personal opinion. So he asked me, ""What you think of it?""

And I was like, ""Man that shit tight,"" you know what I'm sayin', man what I'ma tell him? I was on the train, man, you know. So after that, I went back home. And man I'm, I'm just in Chicago, I'm trying to do my thing. You know, I got groups. I got acts I'm trying to get on, and like there wasn't nothin' really like poppin' off the way it should have been. One of my homies that was one of my artists, he got signed. But it was supposed to really go through my production company, but he ended up going straight with the company. So, like I'm just straight holdin' the phone, gettin' the bad news that dude was tryin' to leave my company. And I got evicted at the same time. So I went down and tracked the beats from him, I took that money, came back, packed all my shit up in a U-Haul, maybe about ten days before I had to actually get out so I ain't have to deal with the landlord cause he's a jerk. Me and my mother drove to...

...Newark, New Jersey. I hadn't even seen my apartment. I remember I pulled up...

...I unpacked all my shit. You know, we went to Ikea, I bought a bed, I put the bed together myself. I loaded up all my equipment, and the first beat I made was, uh, ""Heart of the City."" And Beans was still working on his album at that time, so I came up there to Baseline, it was Beans' birthday, matter of fact, and I played like seven beats. And, you know I guess he was in the zone, he already had the beats that he wanted, I had did ""Nothing Like It"" already at that time but then Jay walked in. I remember he had a Gucci bucket hat on. I remember it like, like it was yesterday. And Hip-hop said, ""Yo play that one beat for him."" And I played ""Heart of the City."" And really I made ""Heart of the City,"" I really wanted to give that beat to DMX

And I played another beat, and I played another beat. And I remember that Gucci bucket, he took it and like put it over his face and made one of them faces like 'OOOOOOOOOOH.' Two days later I'm in Baseline and I seen Dame. Dame didn't know who I was and I was like, ""Yo what's up I'm Kanye.""

""You that kid that gave all them beats to Jay? Yo, this nigga got classics to your beats""

You know I ain't talkin' shit. I'm like ""oh shit."" And all this time I'm starstruck, man. I'm still thinking 'bout, you know I'm picturing these niggas on the show, The Streets is Watching, I'm lookin', these were superstars in my eyes. And they still are, you know. So, Jay came in and he spit all these songs like in one day, and in two days... I gotta bring up one thing, you know, come back to the story, the day I did the 'Can't be Life' beat on track, I remember Lenny S, he had some Louis Vuitton sneakers on, he think he fly. And Hip Hop was there, I think Ty-Ty, John Meneilly, a bunch of people. I didn't know all these people at the time they was in the room, and I said, ""yo Jay I could rap."" And I spit this rap that said, uh ""I'm killin' y'all niggas on that lyrical shit. Mayonnaise colored Benz, I push miracle whips."" And I saw his eyes light up when I said that line. But you know the rest, the rap was like real wack and shit, so that's all the response. He said, ""Man that was tight.""

That was it. You know, I ain't get no deal then, hehe. Okay, fast forward. So, Blueprint, ""H to the Izzo,"" my first hit single. And I just took that proudly, built relationships with people. My relationship with Kweli I think was one of the best ones to ever happen to my career as a rapper. Because, you know, of course, later he allowed me to go on tour with him. Man, I appre-- I love him for that. And at this time, you know I didn't have a deal, I had songs, and I had relationships with all these A&R's, and they wanted beats from me, so they'd call me up, I'd play them some beats. ""Gimme a beat that sound like JAY-Z."" You know, they dick riders. Whatever. So I'll play them these post-Blueprint beats or whatever and then I'll play my shit. I'll be like, ""yo but I rap too."" Hey, I guess they was lookin' at me crazy cause you know, cause I ain't have a jersey on or whatever. Everybody out there listen here: I played them 'Jesus Walks' and they didn't sign me. You know what happened, it was some A&R's that fucked with me though, but then like the heads, it'd be somebody at the company that'll say, ""Naw."" Like, Dave Lighty fucked with me, my nigga Mel brought me to a bunch of labels. Jessica Rivera, man...

I'm not gonna say nothin' to mess my promotion up

Let's just say I didn't get my deal. The nigga that was behind me, I mean, he wasn't even a nigga, you know? The person who actually kicked everything off was Joe 3H from Capitol Records. He wanted to sign me really bad

Dame was like, ""Yo you got a deal with Capitol? Okay man, just make sure it's not wack.""

Then one day I just went ahead and played it, I wanted to play some songs, cause you know Cam was in the room, Young Guru, and Dame was in the room. So I played... actually it's a song that you'll never hear, but maybe I might use it. So, it's called 'Wow.'
""I go to Jacob with 25 thou, you go with 25 hundred, wow
I got 11 plaques on my walls right now
You got your first gold single, damn, nigga, wow.""
Like the chorus went. Don't bite that chorus, I might still use it. So I play that song for him and he's like ""oh shit""

""I ain't gonna front, it's kinda hot.""

Like they still weren't looking at me like a rapper. And I'm sure Dame figured, 'Like man. If he do a whole album, if his raps is wack at least we can throw Cam on every song and save the album, you know. So uh Dame took me into the office, and he's like ""yo man, B, B, you don't want a brick, you don't want a brick""

""You gotta be under an umbrella, you'll get rained on."" I told Hip-hop and Hip-hop was all, ""oh, word?"" Actually, even with that, I was still about to take the deal with Capitol cause it was already on the table and cause of my relationship with 3H. That, you know, cause I told him I was gonna do it, and I'm a man of my word, I was gonna roll with what I said I was gonna do. Then, you know, I'm not gonna name no names, but people told me, ""oh he's just a producer-rapper,"" and told 3H that told the heads of the Capitol, and right-- the day I'm talking about, I planned out everything I was gonna do. Man, I had picked out clothes, I already started booking studio sessions, I started arranging my album, thinking of marketing schemes, man I was ready to go. And they had Mel call me, they said, ""yo... Capitol pulled on the deal""

And, you know I told them that Roc-A-Fella was interested and I don't know if they thought that was just something I was saying to gas them up to try to push the price up or whatever. I went up... I called G, I said, ""man, you think we could still get that deal with Roc-A-Fella?""
So won't you raise your glass, won't you...
So won't you raise your glass, won't you...
So won't you raise your glass, won't you...
So won't you raise your glass, won't you..."
Kanye West,Good Morning,"Uhh.. uhh
Uhh.. uhh

Good morning!
Good morning!
Good morning!
Good morning!

Wake up Mr. West, Mr. West
Mr. Fresh, Mister, by himself he's so impressed
I mean damn, did you even see the test?
You got D's, muthafucka D's, Rosie Perez
And yer ass barely passed any and every class
Looking at every ass, cheated on every test
I guess, this is my dissertation
Homie this shit is basic, welcome to Graduation

Good morning!
Good morning!
Good morning!
Good morning!

Good morning, on this day we become legendary
Everything we dreamed of
I'm like the fly Malcolm X, buy any jeans necessary
Detroit Red cleaned up
From the streets to the league, from an eighth to a key
But you graduate when you make it up outta the streets
From the moments of pain, look how far we done came
Haters saying you changed, now you doing your thang

Good morning!
Good morning!
Good morning!
Good morning!

Good morning, look at the valedictorian
Scared of the future while I hop in the DeLorean
Scared to face the world, complacent career student
Some people graduate, but be still stupid
They tell you read this, eat this, don't look around
Just peep this, preach this, teach us, Jesus
Okay look up now, they done stole yo' streetness
After all of that you received this

Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down

Get on down
Get, get on down
Get on down
Get, get on down"
Kanye West,Jesus Walks,"We at war
We at war with terrorism, racism
But most of all we at war with ourselves

(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)

You know what the Midwest is? Young and restless
Where restless (Niggas) might snatch your necklace
And next these (Niggas) might jack your Lexus
Somebody tell these (Niggas) who Kanye West is
I walk through the valley of the Chi where death is
Top floor the view alone will leave you breathless *gasps*
Try to catch it *gasps* it's kinda hard
Getting choked by detectives, yeah, yeah, now check the method
They be askin' us questions, harass and arrest us
Sayin' ""We eat pieces of shit like you for breakfast""
Huh? Y'all eat pieces of shit? What's the basis?
We ain't going nowhere but got suits and cases
A trunk full of coke, rental car from Avis
My mama used to say only Jesus can save us
Well mama I know I act a fool
But I'll be gone 'til November, I got packs to move
I hope

(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus walk with me)
I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus walk with me)
I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
So long, so long
(Jesus walk with me)

To the hustlers, killers, murderers, drug dealers, even the scrippers
(Jesus walks for them)
To the victims of welfare feel we livin' in Hell here, hell yeah
(Jesus walks for them)
Now, hear ye, hear ye, want to see Thee more clearly
I know He hear me when my feet get weary
'Cause we're the almost nearly extinct
We rappers is role models: we rap, we don't think
I ain't here to argue about His facial features
Or here to convert atheists into believers
I'm just tryna say the way school need teachers
The way Kathie Lee needed Regis, that's the way I need Jesus
So here go my single, dawg, radio needs this
They say you can rap about anything except for Jesus
That means guns, sex, lies, videotape
But if I talk about God my record won't get played, huh?
Well if this take away from my spins
Which'll probably take away from my ends
Then I hope this take away from my sins
And bring the day that I'm dreamin' about
Next time I'm in the club, everybody screamin' out

(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)
The only thing that I pray is that my feet don't fail me now"
Kanye West,Guilt Trip,"I need to call it off
I need to, I need to make it known
'nother one, something gone
Capricorn
Dancing out on the lawn
Fancy like the things she likes
She lives her life
I'm living mine

All dem a gwaan dem a dem a dem a gwaan
Dem a gwaan gwaan gwaan, sof-sof-softer sof-softer
All dem a gwaan dem a dem a dem a gwaan
Dem a gwaan gwaan gwaan, softer than clay

Maybe it's 'cause she into Leos and I was into trios
Plus all the trips to Rio couldn't have helped
It's gettin' cold, better bring your ski clothes
Peekin' through the keyhole, the door locked by myself
And I'm feelin' it right now
'Cause it's the time when my heart got shot down
Blocka, blocka, blocka-blocka, blocka
Pour a little champagne, cranberry vodka
Feelin' lied to like parents never said you adopted
Your feelings like Zulu, then nothing is a Shaka
I hit her with Jamaican dick, I'm the new Shabba
She lookin' for her daddy, call me Big Poppa
On to the next saga
Focus on the future and let the crew knock her
Star Wars fur, yeah, I'm rockin' Chewbacca
The one Chief Rocka, number-one Chief Rocka

All dem a gwaan dem a dem a dem a gwaan
Dem a gwaan gwaan gwaan, sof-sof-softer sof-softer
All dem a gwaan dem a dem a dem a gwaan
Dem a gwaan gwaan gwaan, softer than clay

None ah dem have the guts to rise it and spray
None ah dem have the guts to bust the SK

Ohh, ohh, ohh
If you love me so much then why'd you let me go?
If you love me so much then why'd you let me go?
If you love me so much then why'd you let me go?
Let me go, let me go, let me go, let me go, hmm
If you love me so much then why'd you let me go?
Let me go, let me go, hmm

All dem a gwaan dem a dem a dem a gwaan
Dem a gwaan gwaan gwaan, sof-sof-softer sof-softer
All dem a gwaan dem a dem a dem a gwaan
Dem a gwaan gwaan gwaan, softer than clay

None ah dem have the guts to rise it and spray
None ah dem have the guts to bust the SK"
Kanye West,Send It Up,"Relivin' the past?
Your loss!

Rockstar, bitch, call me Elvis
M.O.B, she call me selfish
Success got 'em jealous
Shorty's killin', while I'm drillin'
Tattoos, how they break the news
It was real if you made the news
Last night, my bitches came in twos
And they both sucked like they came to lose
Dropped out the first day of school
'Cause niggas got cocaine to move
I be goin' hard, I got a name to prove
Killin' 'em, honey how I make the pain improve

We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down

This the cray-ist shit in the club
Since ""In Da Club""
It's so packed I might ride around
On my bodyguard's back like Prince in the club
She say ""Can you get my friends in the club?""
I say ""Can you get my Benz in the club?""
If not, treat your friends like my Benz
Park they ass outside 'til the evenin' end
When I go raw, I like to leave it in
When I wake up, I like to go again
When I go to work, she gotta call it in
She can't go to work, same clothes again
And her heart colder than the souls of men
Louboutin on the toes again
Tight dress dancin' close to him
Yeezus just rose again

We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down

Memories don't live like people do
They always 'member you
Whether things are good or bad
It's just the memories that you have
Memories don't live like people do
They always 'member you
Whether things are good or bad
It's just the memories that you have"
Kanye West,Lost in the World,"I'm up in the woods, I'm down on my mind
I'm building a still to slow down the time
I'm up in the woods, I'm down on my mind
I'm building a still to slow down the time
I'm up in the woods, I'm down on my mind
I'm building a still, down the time

I'm lost in the world, been down my whole life
I'm up in the woods, I'm down on my mind
I'm new in the city, and I'm down for the night
I'm building a still, to slow down the time
Down for the night, said she’s down for the night
Ooohh, ooohh, ooohh, ooohh
Ooohh, ooohh, ooohh, ooohh (slow down the time)
I'm lost in the world, been down my whole life
I'm up in the woods, I'm down on my mind
I'm new in the city, and I'm down for the night
I'm building a still, to slow down the time
Down for the night, down for the night

You're my devil, you're my angel
You're my heaven, you're my hell
You're my now, you're my forever
You're my freedom, you're my jail
You're my lies, you're my truth
You're my war, you're my truce
You're my questions, you're my proof
You're my stress and you're my masseuse
Ma-ma-se, ma-ma-se, ma-ma-ku-sa
Lost in this plastic life
Let's break out of this fake-ass party
Turn this into a classic night
If we die in each others arms
Still get laid in the afterlife
If we die in each others arms
Still get laid, yeah, yeah, yeah

I'm up in the woods, I'm down on my mind
Run from the lights, run from the night, run for your life
I'm new in the city, but I'm down for the night
Down for the night, down for the night, down for the night

I'm lost in the world
Been down my whole life
I'm new in the city
And I'm down for the night, down for the night
Down for the night

Who will survive in America?
Who will survive in America? (Down for the night)
Who will survive in America?
Who will survive in America?

I'm lost in the world
Been down my whole life
I'm new in the city
And I'm down for the night, down for the night
I'm lost in the world
Been down my whole life
I'm new in the city
But I'm down for the night, down for the night
Oh, oh, get down

Hey, woah-ohh, hey, woah-ohh
Hey woah-ohh, hey-hey-hey!
Hey, woah-ohh, hey, woah-ohh
Hey woah-ohh, hey-hey-hey!
Hey, woah-ohh, hey, woah-ohh
Hey woah-ohh, hey-hey-hey!
Hey, woah-ohh, hey, woah-ohh
Hey woah-ohh, hey-hey-hey!"
Kanye West,Feedback,"Ayy, ya heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We 'bout to get this paper

Money never made me
Make me do something? Nah, can't make me
Even if the money low, can't pay me
Even if the money low, can't play me

Ayy, ya heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We 'bout to get this paper

Pablo bought a Rolie and a rottweiler
Seem like the more fame, I only got wilder
Hands up, we just doing what the cops taught us
Hands up, we just doing what the cops taught us
I've been outta my mind a long time
I've been outta my mind a long time
I be saying how I feel at the wrong time
Might not come when you want but I'm on time

Ayy, ya heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We 'bout to get this paper

I can’t let these people play me
Name one genius that ain't crazy
Follow our father
You borrow our motto
I'm a Chicago south sider
I'm a Chicago south sider

Ayy, ya heard about the good news?
Y'all sleeping on your boy, had a good snooze?
Wake up, nigga, wake up
It's time to get the paper

I've been outta my mind a long time
I've been outta my mind a long time
I know, I know, I shouldn’t even bother
With all these gossiping, no-pussy-getting bloggers
Fashion show in Gotham, I need another costume
PETA mad cause I made a jacket outta' possum
Awesome, Steve Jobs mixed with Steve Austin
Rich slave in the fabric store picking cotton
If Hov J then every Jordan need a Rodman
Man, Jay, they don't really want no problems
Driving in the same car that they killed Pac in
Driving in the same urrr that they killed Pac in
Hands up, we just doing what the cops taught us
Hands up, hands up, then the cops shot us

Hold on, hold on, hold on
Wait a second, everybody here, I'm the ghetto Oprah
You know what that mean? You get a fur! You get a fur!
You get a jet! You get a jet! Big booty bitch for you! Woo!"
Kanye West,Freestyle 4,"This that rap god shit nigga
I rip every one of these mothafuckas down, ayy
Rah, rah, rah
Rah, rah

Closed eyes, see things
Fire up, tweaking
You in my freak dreams
You in my freak dreams
Bad bitch, you dig that
Get stacks, drive cars
Whip out, bitch out
Tits out, oh shit
My dick out, can she suck it right now?
Fuck, can she fuck right now?
I done asked twice now
Can you bring your price down?
Lil Boosie with the wipe down
A little woozy but I'm nice now
What the fuck right now?
What the fuck right now?
What the, what the fuck right now?
What if we fuck right now?
What if we fucked right in the middle
Of this mothafuckin' dinner table?
What if we fucked at this Vogue party?
Would we be the life of the whole party?
Shut down the whole party
Would everybody start fuckin'?
Would everybody start fuckin'?
Would everybody start fuckin'?
They don't want nothin'
You mothafuckas livin' like half of your level, half of your life
I smack her on her ass if she ghetto, I ain't gon' lie
We be in the bathroom fuckin' like ""baby, don't get too loud!""
I can, I can see it, yeah

Hey, I want it right now
Ball on them niggas, get heated and shot down
You get hit with the pie now
Rolls with killa money nigga get by now
Right now, right now
I'm with niggas that have been to Versailles now
Side now, slide down"
Kanye West,Good Life,"Like we always do at this time
I go for mine, I gots to shine
(Now throw yo hands up in the sky)
I, go, go for mine, I gots to shine
(Now throw yo hands up in the sky)
I'ma get on the TV momma, I'ma
I'ma put shit down
(Ayy) ayy (Ayy), ayy
(Ayy) ayy (Ayy), I'm good

Welcome to the good life, where niggas who sell D
Won't even get pulled over in they new V
The good life, let's go on a living spree
Shit, they say the best things in life are free
The good life, it feel like Atlanta
It feel like L.A., it feel like Miami
It feel like NY, summertime Chi
Ah! (Now throw yo hands up in the sky)
So I roll through good
Y'all pop the trunk, I pop the hood, Ferrari
And she got the goods
And she got that ass, I got to look, sorry!

Yo, it's got to be 'cause I'm seasoned
Haters give me them salty looks, Lawry's
50 told me, ""Go 'head, switch the style up""
And if they hate then let 'em hate and watch the money pile up
The good life

Now I, I go for mine, I got to shine
(Now throw yo hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo hands up in the sky)
(I'ma get on this TV momma, I'ma)
(I'ma put shit down)
Ayy (Ayy), ayy (Ayy)
Ayy (Ayy), ayy (I'm good)

Welcome to the good life!
Where we like the girls who ain't on TV
'Cause they got mo' (Ass than the models)
The good life, so keep it comin' with the bottles
'Cause she feel booze like she bombed at Apollo
The good life, it feel like Houston
It feel like Philly, it feel like D.C
It feel like VA or the Bay or Yay
Ayy, this is the good life (Welcome to the good life)
Homey tell me what's good
Why I only got a problem when you in the hood (Welcome to the good life)
Like I'm new in the hood
The only thing I wish, I wish a nigga would (Welcome to the good life!)
He probably think he could
But, but, I don't think he should (Welcome to the good life)
50 told me, ""Go 'head, switch the style up""
And if they hate then let 'em hate and watch the money pile up
The good life

Now I, I go for mine, I gots to shine
(Now throw yo hands up in the sky)
Now I, I go for mine, I gots to shine
(Now throw yo hands up in the sky)
I'ma get on the TV momma, I'ma
I'ma put shit down
(Ayy) ayy (Ayy), ayy
(Ayy) ayy (Ayy), I'm good

Have you ever popped champagne on a plane, while gettin' some brain
Whipped it out, she said ""I never seen Snakes on a Plane""
Whether you broke or rich you gotta get this
Havin' money's not everything, not havin' it is
I was splurgin' on Tryst, but when I get my card back
Activated, I'm back to Vegas
'Cause (The good life) I always had a passion for flashin'
Befo' I had it, I closed my eyes and imagined the good life

Better than the life I lived
When I thought that I was gonna go crazy
And now my grandmomma
Ain't the only girl callin me ""baby""
If you feelin' me now
Then put yo hands up in the sky, and let me hear you say
Hey, hey, ooh I'm good!"
